PT_FU_02,PT_N2_05,PT_GO2_04_1,PT_N2_19,PT_FU_01_1,PT_LO2_05,PT_N2_06,PT_GO2_03_1
-6.37505578994751,-1249.3944091796875,-374.69390869140625,-74.98918151855469,-500.3370361328125,-375.4039306640625,-374.9390869140625,-375.0397644042969
30.487815856933594,-1249.1893310546875,-374.57080078125,-74.9645767211914,-500.0499572753906,-375.3731689453125,-375.4931640625,-375.2857971191406
-8.528979301452637,-1251.8563232421875,-375.3402404785156,-75.01378631591797,-499.76287841796875,-374.69622802734375,-374.44659423828125,-374.6400146484375
17.256568908691406,-1251.548583984375,-375.1863708496094,-74.98918151855469,-499.63983154296875,-374.5116271972656,-374.6928405761719,-375.2550354003906
13.471816062927246,-1249.599609375,-374.8785705566406,-74.97687530517578,-499.76287841796875,-374.880859375,-374.9698791503906,-374.978271484375
20.518224716186523,-1251.4459228515625,-375.37103271484375,-75.06299591064453,-500.2550354003906,-375.3116149902344,-375.21612548828125,-375.13201904296875
-25.94499397277832,-1251.4459228515625,-374.7862548828125,-75.01378631591797,-500.0089416503906,-374.7885437011719,-375.4931640625,-374.5169982910156
0.8559752106666565,-1250.317626953125,-375.0940246582031,-75.02608489990234,-500.2550354003906,-375.18853759765625,-375.21612548828125,-375.16278076171875
-17.729312896728516,-1250.5228271484375,-375.2171325683594,-75.05684661865234,-500.4190673828125,-375.3424072265625,-375.40081787109375,-375.13201904296875
25.44148063659668,-1249.2918701171875,-374.6323547363281,-74.94612121582031,-499.68084716796875,-374.880859375,-375.00067138671875,-375.16278076171875
8.02546501159668,-1251.1383056640625,-375.2479248046875,-75.03839111328125,-500.3370361328125,-375.3424072265625,-375.3700256347656,-375.2857971191406
23.164474487304688,-1249.2918701171875,-374.66314697265625,-74.94612121582031,-499.68084716796875,-374.5731506347656,-374.4158020019531,-374.6400146484375
-6.313514709472656,-1249.7021484375,-375.37103271484375,-75.01993560791016,-500.0909729003906,-375.0039367675781,-374.9083251953125,-374.947509765625
-15.636929512023926,-1248.7789306640625,-374.8785705566406,-75.03839111328125,-500.4190673828125,-374.97314453125,-375.123779296875,-374.947509765625
0.8867455124855042,-1250.0098876953125,-374.9401550292969,-74.99533081054688,-500.1319885253906,-375.3116149902344,-375.3700256347656,-374.8552551269531
-1.9441261291503906,-1249.8046875,-375.032470703125,-75.00148010253906,-500.0089416503906,-374.880859375,-375.00067138671875,-375.2857971191406
4.886890411376953,-1249.4969482421875,-374.8785705566406,-74.98918151855469,-499.8448791503906,-374.880859375,-374.9083251953125,-375.009033203125
-1.9441261291503906,-1249.7021484375,-374.69390869140625,-74.98918151855469,-500.2550354003906,-375.3116149902344,-374.9698791503906,-375.009033203125
3.3176026344299316,-1248.5738525390625,-374.69390869140625,-74.9522705078125,-499.63983154296875,-374.6039123535156,-374.5697021484375,-374.7015075683594
0.08671659231185913,-1249.8046875,-374.9401550292969,-75.02608489990234,-500.0089416503906,-374.9423828125,-374.84674072265625,-375.0705261230469
14.64108943939209,-1250.215087890625,-375.3094787597656,-75.04454040527344,-500.0089416503906,-375.0654602050781,-374.8775329589844,-374.978271484375
3.2252917289733887,-1249.7021484375,-374.9401550292969,-75.02608489990234,-500.3370361328125,-375.12701416015625,-374.75439453125,-374.6707458496094
-12.252191543579102,-1248.7789306640625,-375.032470703125,-75.05068969726562,-500.1730041503906,-375.0346984863281,-374.84674072265625,-374.978271484375
13.102572441101074,-1251.03564453125,-375.3402404785156,-75.05068969726562,-500.4190673828125,-375.3731689453125,-375.4931640625,-375.3780212402344
9.933226585388184,-1251.03564453125,-375.001708984375,-74.9522705078125,-499.80389404296875,-375.2500915527344,-375.2469177246094,-375.0705261230469
15.25649642944336,-1250.93310546875,-375.3402404785156,-75.06299591064453,-500.5010986328125,-375.4654846191406,-375.5547180175781,-375.2550354003906
-12.036798477172852,-1249.8046875,-374.9401550292969,-75.01993560791016,-500.0499572753906,-374.97314453125,-374.8775329589844,-375.13201904296875
6.086933612823486,-1250.420166015625,-375.032470703125,-74.98918151855469,-499.9269104003906,-375.09625244140625,-375.4316101074219,-375.19354248046875
7.133125305175781,-1250.6253662109375,-375.3402404785156,-74.98918151855469,-499.9679260253906,-375.0039367675781,-375.00067138671875,-375.13201904296875
5.379215717315674,-1250.83056640625,-375.001708984375,-74.9522705078125,-499.63983154296875,-374.8193054199219,-375.40081787109375,-375.3472900390625
4.640727519989014,-1249.3944091796875,-374.90936279296875,-74.98918151855469,-499.9269104003906,-375.0346984863281,-375.0622253417969,-375.2242736816406
7.163895606994629,-1249.9073486328125,-375.1863708496094,-75.04454040527344,-500.0089416503906,-374.63470458984375,-374.6928405761719,-375.16278076171875
26.4876708984375,-1249.2918701171875,-375.001708984375,-75.01993560791016,-500.0499572753906,-375.18853759765625,-375.3392639160156,-374.947509765625
9.50244140625,-1250.93310546875,-374.90936279296875,-74.94612121582031,-499.72186279296875,-375.2500915527344,-375.5239562988281,-374.978271484375
1.440611720085144,-1249.9073486328125,-375.3402404785156,-75.00763702392578,-500.0089416503906,-374.91162109375,-374.9083251953125,-375.0705261230469
