TC_LO2_03,TC_GO2_04_1,TC_GO2_04_2,TC_FU_01,TC_GO2_05,TC_H2_03,TC_FU_02,TC_LO2_04,TC_GG_01,TC_FU_04,TC_FU_05,TC_N2_12_1,TC_LO2_05,TC_LO2_07
2297.3037109375,21.87024688720703,2297.3037109375,2297.3037109375,2297.3037109375,2297.3037109375,2297.3037109375,24.67569923400879,2297.3037109375,2297.3037109375,2297.3037109375,2297.3037109375,2297.3037109375,2297.3037109375
2297.291748046875,21.92171287536621,2297.291748046875,2297.291748046875,2297.291748046875,2297.291748046875,2297.291748046875,24.667509078979492,2297.291748046875,2297.291748046875,2297.291748046875,2297.291748046875,2297.291748046875,2297.291748046875
2297.318359375,21.9312801361084,2297.318359375,2297.318359375,2297.318359375,2297.318359375,2297.318359375,24.686052322387695,2297.318359375,2297.318359375,2297.318359375,2297.318359375,2297.318359375,2297.318359375
2297.462646484375,21.92054557800293,2297.462646484375,2297.462646484375,2297.462646484375,2297.462646484375,2297.462646484375,24.65988540649414,2297.462646484375,2297.462646484375,2297.462646484375,2297.462646484375,2297.462646484375,2297.462646484375
2297.359375,21.883533477783203,2297.359375,2297.359375,2297.359375,2297.359375,2297.359375,24.636577606201172,2297.359375,2297.359375,2297.359375,2297.359375,2297.359375,2297.359375
2297.369873046875,21.925487518310547,2297.369873046875,2297.369873046875,2297.369873046875,2297.369873046875,2297.369873046875,24.576444625854492,2297.369873046875,2297.369873046875,2297.369873046875,2297.369873046875,2297.369873046875,2297.369873046875
2297.37841796875,21.92915916442871,2297.37841796875,2297.37841796875,2297.37841796875,2297.37841796875,2297.37841796875,24.683704376220703,2297.37841796875,2297.37841796875,2297.37841796875,2297.37841796875,2297.37841796875,2297.37841796875
2297.2568359375,21.862571716308594,2297.2568359375,2297.2568359375,2297.2568359375,2297.2568359375,2297.2568359375,24.657428741455078,2297.2568359375,2297.2568359375,2297.2568359375,2297.2568359375,2297.2568359375,2297.2568359375
2297.3203125,21.953996658325195,2297.3203125,2297.3203125,2297.3203125,2297.3203125,2297.3203125,24.666719436645508,2297.3203125,2297.3203125,2297.3203125,2297.3203125,2297.3203125,2297.3203125
2297.23046875,21.905380249023438,2297.23046875,2297.23046875,2297.23046875,2297.23046875,2297.23046875,24.59307289123535,2297.23046875,2297.23046875,2297.23046875,2297.23046875,2297.23046875,2297.23046875
2297.307373046875,21.894886016845703,2297.307373046875,2297.307373046875,2297.307373046875,2297.307373046875,2297.307373046875,24.640056610107422,2297.307373046875,2297.307373046875,2297.307373046875,2297.307373046875,2297.307373046875,2297.307373046875
2297.496826171875,21.98021125793457,2297.496826171875,2297.496826171875,2297.496826171875,2297.496826171875,2297.496826171875,24.783308029174805,2297.496826171875,2297.496826171875,2297.496826171875,2297.496826171875,2297.496826171875,2297.496826171875
2297.464599609375,21.92386245727539,2297.464599609375,2297.464599609375,2297.464599609375,2297.464599609375,2297.464599609375,24.748327255249023,2297.464599609375,2297.464599609375,2297.464599609375,2297.464599609375,2297.464599609375,2297.464599609375
