PT_N2_01,PT_N2_03,PT_N2_04,PT_N2_23,PT_GO2_01,PT_GO2_02,PT_H2_01,PT_H2_02,PT_GO2_04_2,PT_FU_05,PT_FU_06,PT_GO2_03_2
-69.72795867919922,-74.32764434814453,-75.2475814819336,-77.08745574951172,-69.03800964355469,-65.58824157714844,-60.29860305786133,-63.97835159301758,108.25556945800781,43.30222702026367,43.30222702026367,-285.6728820800781
-75.70755004882812,-84.90692901611328,-83.98699188232422,-70.64789581298828,-69.49797821044922,-56.848838806152344,-67.8880844116211,-82.3770980834961,108.25556945800781,43.30222702026367,43.30222702026367,-285.13385009765625
-76.85747528076172,-79.15731811523438,-80.7672119140625,-80.07725524902344,-78.69734954833984,-83.98699188232422,-59.8386344909668,-91.11650085449219,108.25556945800781,43.30222702026367,43.30222702026367,-284.4254150390625
-77.54742431640625,-86.7468032836914,-72.4877700805664,-93.41634368896484,-78.46736145019531,-82.1471176147461,-70.87788391113281,-74.09766387939453,108.25556945800781,43.30222702026367,43.30222702026367,-285.7652893066406
-75.0176010131836,-88.356689453125,-94.79624938964844,-74.32764434814453,-96.8661117553711,-75.70755004882812,-71.56783294677734,-89.5066146850586,108.25556945800781,43.30222702026367,43.30222702026367,-285.7344665527344
-90.19656372070312,-74.32764434814453,-86.51681518554688,-85.13690948486328,-79.84727478027344,-80.53722381591797,-76.62748718261719,-79.6172866821289,108.25556945800781,43.30222702026367,43.30222702026367,-285.9654846191406
-89.96658325195312,-72.4877700805664,-89.96658325195312,-83.06705474853516,-80.7672119140625,-84.44696044921875,-77.31744384765625,-84.21697235107422,108.25556945800781,43.30222702026367,43.30222702026367,-285.7190856933594
-82.3770980834961,-84.44696044921875,-85.59687805175781,-81.91712951660156,-79.84727478027344,-84.44696044921875,-65.58824157714844,-86.05684661865234,108.25556945800781,43.30222702026367,43.30222702026367,-285.41107177734375
-67.19813537597656,-81.91712951660156,-74.78761291503906,-99.16595458984375,-75.93753814697266,-81.91712951660156,-63.28839874267578,-64.66830444335938,108.25556945800781,43.30222702026367,43.30222702026367,-285.5650634765625
-91.57646942138672,-73.86767578125,-71.56783294677734,-77.31744384765625,-52.24915313720703,-71.56783294677734,-63.97835159301758,-76.16751861572266,108.25556945800781,43.30222702026367,43.30222702026367,-285.04144287109375
-62.598445892333984,-78.23738098144531,-75.93753814697266,-58.22874450683594,-82.1471176147461,-59.60865020751953,-61.90849304199219,-73.86767578125,108.25556945800781,43.30222702026367,43.30222702026367,-284.9336242675781
-58.22874450683594,-74.32764434814453,-74.55763244628906,-57.768775939941406,-79.6172866821289,-58.22874450683594,-55.46893310546875,-69.49797821044922,108.25556945800781,43.30222702026367,43.30222702026367,-284.718017578125
-70.18792724609375,-56.61885452270508,-79.3873062133789,-62.598445892333984,-57.768775939941406,-63.51838302612305,-46.039573669433594,-69.26799011230469,108.25556945800781,43.30222702026367,43.30222702026367,-285.0106506347656
-64.8982925415039,-70.18792724609375,-66.5081787109375,-60.06861877441406,-67.8880844116211,-48.79938507080078,-54.54899597167969,-68.34805297851562,108.25556945800781,43.30222702026367,43.30222702026367,-284.533203125
-52.93910598754883,-83.75700378417969,-65.58824157714844,-76.39750671386719,-49.48933792114258,-52.70912170410156,-52.4791374206543,-58.22874450683594,108.25556945800781,43.30222702026367,43.30222702026367,-284.0711975097656
-68.80802154541016,-83.98699188232422,-69.49797821044922,-72.71775817871094,-80.53722381591797,-69.26799011230469,-54.54899597167969,-58.68871307373047,108.25556945800781,43.30222702026367,43.30222702026367,-284.4100036621094
-60.75857162475586,-72.94773864746094,-71.10786437988281,-70.41791534423828,-69.03800964355469,-71.79782104492188,-60.29860305786133,-84.44696044921875,108.25556945800781,43.30222702026367,43.30222702026367,-284.8104248046875
-69.26799011230469,-84.44696044921875,-57.308807373046875,-74.32764434814453,-68.80802154541016,-60.528587341308594,-64.20833587646484,-71.56783294677734,108.25556945800781,43.30222702026367,43.30222702026367,-284.4100036621094
-73.86767578125,-82.1471176147461,-68.57804107666016,-81.91712951660156,-76.39750671386719,-68.11807250976562,-74.55763244628906,-66.73816680908203,108.25556945800781,43.30222702026367,43.30222702026367,-285.6266784667969
-78.00739288330078,-91.11650085449219,-65.81822967529297,-102.845703125,-72.02780151367188,-79.3873062133789,-69.49797821044922,-66.96814727783203,108.25556945800781,43.30222702026367,43.30222702026367,-285.6728820800781
-74.55763244628906,-102.15574645996094,-73.86767578125,-89.04664611816406,-86.05684661865234,-66.73816680908203,-85.13690948486328,-77.31744384765625,108.25556945800781,43.30222702026367,43.30222702026367,-286.2118835449219
-87.20677185058594,-95.94617462158203,-74.55763244628906,-101.23580932617188,-67.8880844116211,-83.29703521728516,-80.53722381591797,-71.56783294677734,108.25556945800781,43.30222702026367,43.30222702026367,-286.0116882324219
-101.23580932617188,-86.7468032836914,-87.43675231933594,-71.56783294677734,-86.51681518554688,-87.66674041748047,-84.90692901611328,-77.31744384765625,108.25556945800781,43.30222702026367,43.30222702026367,-287.30535888671875
-69.72795867919922,-85.59687805175781,-85.59687805175781,-83.75700378417969,-69.95794677734375,-81.45716094970703,-79.3873062133789,-72.2577896118164,108.25556945800781,43.30222702026367,43.30222702026367,-285.0260314941406
